endpoint,total_requests,successful_requests,error_4xx_requests,error_5xx_requests,avg_latency,num_users,success_rate,error_4xx_rate,error_5xx_rate
https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,180,46,134,0,0.17309984498553807,6,25.555555555555554,74.44444444444444,0.0
https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,180,46,134,0,0.18431421783235338,6,25.555555555555554,74.44444444444444,0.0
https://api.spotify.com/v1/playlists/3cEYpjA9oz9GiPac4AsH4n,180,35,145,0,0.19414216809802584,6,19.444444444444446,80.55555555555556,0.0
https://api.spotify.com/v1/search?q=remaster%2520track%3ADoxy%2520artist%3AMiles%2520Davis&type=album,180,50,129,0,0.2130669575163772,6,27.77777777777778,71.66666666666667,0.0
https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,180,39,141,0,0.19444046947691176,6,21.666666666666668,78.33333333333333,0.0
