user_ids,endpoints,status_codes,latencies,times
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.1878654956817627,1748032710.3381712
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.1812899112701416,1748032711.5204153
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.20862436294555664,1748032712.7304978
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.19443869590759277,1748032713.9253385
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15001153945922852,1748032715.0758553
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.1556868553161621,1748032716.2343638
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.14750242233276367,1748032717.383346
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.1473405361175537,1748032718.5309765
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.4984781742095947,1748032720.0306206
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.22573256492614746,1748032721.257222
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.19350314140319824,1748032722.4508982
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.16031908988952637,1748032723.6121173
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.18402695655822754,1748032724.7974894
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.1617279052734375,1748032725.9599867
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.16612958908081055,1748032727.1267183
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15508031845092773,1748032728.2823217
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.21580052375793457,1748032729.4992785
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.19014978408813477,1748032730.6905584
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18323659896850586,1748032731.8740501
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.2143721580505371,1748032733.0897925
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15588927268981934,1748032734.246448
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15342354774475098,1748032735.401349
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.14841103553771973,1748032736.5500958
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.16013121604919434,1748032737.711093
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18307924270629883,1748032738.8944097
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18142914772033691,1748032740.077107
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18884015083312988,1748032741.2665653
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.1881551742553711,1748032742.4551568
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.20957088470458984,1748032743.6659253
8,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.1491694450378418,1748032744.8154414
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.5258309841156006,1748032710.981325
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.20006394386291504,1748032712.1816845
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18437814712524414,1748032713.3663259
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.22647452354431152,1748032714.593537
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.16387200355529785,1748032715.757706
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15262150764465332,1748032716.9114583
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15520071983337402,1748032718.067002
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.22279119491577148,1748032719.29033
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18826532363891602,1748032720.4788678
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.7599194049835205,1748032722.2390828
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.47138357162475586,1748032723.7116714
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.14926719665527344,1748032724.861203
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15307068824768066,1748032726.014571
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15099716186523438,1748032727.166468
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.4782891273498535,1748032728.6457376
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.17752361297607422,1748032729.8243515
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.17705178260803223,1748032731.0024154
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.196258544921875,1748032732.1990716
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.159529447555542,1748032733.359648
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15005016326904297,1748032734.5110667
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15424180030822754,1748032735.665775
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.21606707572937012,1748032736.883202
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.1542644500732422,1748032738.0386133
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.17798662185668945,1748032739.2174728
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.2061481475830078,1748032740.424919
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.18727540969848633,1748032741.6126354
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,200,0.1779642105102539,1748032742.7916923
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.15077781677246094,1748032743.9432101
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.1554713249206543,1748032745.0992663
13,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.4588770866394043,1748032746.559142
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.16895484924316406,1748032711.057145
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.18769407272338867,1748032712.2455103
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.1884317398071289,1748032713.4349692
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.18880438804626465,1748032714.6242359
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.1649150848388672,1748032715.7897673
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.15128397941589355,1748032716.9446306
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.14997196197509766,1748032718.0957365
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.18896746635437012,1748032719.2853215
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.17568445205688477,1748032720.4612653
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.20299005508422852,1748032721.6650724
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.18090152740478516,1748032722.8464015
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.15778541564941406,1748032724.0047963
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.15268468856811523,1748032725.1578894
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,1.1729590892791748,1748032727.3312855
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.1466073989868164,1748032728.4790628
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.20192170143127441,1748032729.6819396
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.1824181079864502,1748032730.8651712
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.19832944869995117,1748032732.0643685
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.26877665519714355,1748032733.3341012
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.16224408149719238,1748032734.4971929
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.16088414192199707,1748032735.658774
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.1544959545135498,1748032736.8141673
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.15448546409606934,1748032737.9697378
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.25303196907043457,1748032739.2235076
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.22999262809753418,1748032740.4540863
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.23655414581298828,1748032741.6914291
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.19541382789611816,1748032742.887989
20,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.1728806495666504,1748032744.061401
