user_ids,endpoints,status_codes,latencies,times,error_intervals
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2746157646179199,1748096612.1792572,
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2862715721130371,1748096613.4659817,1.2897207736968994
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.4135129451751709,1748096614.8831449,1.4141669273376465
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.27367448806762695,1748096616.156967,1.2738220691680908
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.3020462989807129,1748096617.4593804,1.3024134635925293
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.26074647903442383,1748096618.7208164,1.2614359855651855
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2974400520324707,1748096620.0187917,1.2979753017425537
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2927117347717285,1748096621.3122609,1.2934691905975342
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2637767791748047,1748096622.5769358,1.2646749019622803
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2986726760864258,1748096623.8765285,1.2995927333831787
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.26627564430236816,1748096625.1436772,1.2681493759155273
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.29065918922424316,1748096626.4356692,1.2920138835906982
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.26786160469055176,1748096627.7045596,1.268888235092163
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.27031970024108887,1748096628.975875,1.2702949047088623
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.26926708221435547,1748096630.2462208,1.27034592628479
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.30137085914611816,1748096631.5479121,1.3016912937164307
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2841980457305908,1748096632.8327634,1.284851312637329
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.3142709732055664,1748096634.1479454,1.3151819705963135
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.28804802894592285,1748096635.436518,1.2885725498199463
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2919590473175049,1748096636.7294385,1.2929205894470215
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2987070083618164,1748096638.028934,1.2994954586029053
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.26253271102905273,1748096639.292102,1.2631680965423584
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2948899269104004,1748096640.5876405,1.2955384254455566
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.3071761131286621,1748096641.8956203,1.3079798221588135
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2717716693878174,1748096643.167448,1.2718276977539062
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2635345458984375,1748096644.4313464,1.2638983726501465
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.306077241897583,1748096645.7385154,1.307168960571289
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.27470922470092773,1748096647.013605,1.2750897407531738
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.324512243270874,1748096648.3386993,1.325094223022461
2,https://api.spotify.com/v1/albums/4aawyAB9vmqN3uQ7FjRGTy,429,0.2684357166290283,1748096649.6080818,1.2693824768066406
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2760763168334961,1748096612.2070444,
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2830390930175781,1748096613.490685,1.2836406230926514
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.41315793991088867,1748096614.9040313,1.413346290588379
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.29299259185791016,1748096616.1978202,1.2947766780853271
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.25841832160949707,1748096617.4572866,1.259490728378296
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.3020665645599365,1748096618.760471,1.304157018661499
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.31058740615844727,1748096620.073116,1.3106603622436523
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2748689651489258,1748096621.3481371,1.2750210762023926
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2919621467590332,1748096622.6403387,1.2931809425354004
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.28371477127075195,1748096623.9250765,1.2837584018707275
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.27875661849975586,1748096625.204002,1.2794725894927979
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.3105037212371826,1748096626.5153582,1.3108091354370117
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.28132152557373047,1748096627.7981496,1.2827913761138916
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.3035433292388916,1748096629.102531,1.3043813705444336
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2770090103149414,1748096630.379926,1.2773950099945068
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.3104071617126465,1748096631.6904895,1.310563564300537
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2650876045227051,1748096632.9563003,1.2658107280731201
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.31348466873168945,1748096634.2703419,1.3140416145324707
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2811696529388428,1748096635.552211,1.2818691730499268
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2888965606689453,1748096636.8418932,1.289682149887085
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.28025245666503906,1748096638.1225035,1.2806103229522705
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2889740467071533,1748096639.4120965,1.289592981338501
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2785787582397461,1748096640.6912851,1.279188632965088
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.31473278999328613,1748096642.0070097,1.3157246112823486
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.27654361724853516,1748096643.284226,1.2772161960601807
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.27251672744750977,1748096644.5571864,1.2729604244232178
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.33005571365356445,1748096645.8878226,1.3306362628936768
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2725706100463867,1748096647.1613648,1.2735421657562256
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.2815706729888916,1748096648.4430084,1.2816436290740967
3,https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg,429,0.30483150482177734,1748096649.7488256,1.3058171272277832
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.264967679977417,1748096612.2806573,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.2885868549346924,1748096613.5706806,1.2900233268737793
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.4450101852416992,1748096615.0161974,1.447486162185669
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.28127312660217285,1748096616.3003397,1.2821729183197021
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.2642683982849121,1748096617.5653045,1.2649648189544678
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.3018660545349121,1748096618.8672426,1.3019380569458008
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.27655029296875,1748096620.1450605,1.277817964553833
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.2678236961364746,1748096621.4133759,1.268315315246582
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.26447224617004395,1748096622.6783495,1.2649736404418945
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.31187868118286133,1748096623.9905648,1.3122153282165527
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.28251099586486816,1748096625.273375,1.2828102111816406
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.28497862815856934,1748096626.5596564,1.2862813472747803
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.29082822799682617,1748096627.8513384,1.2916820049285889
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.3093831539154053,1748096629.1615667,1.3102283477783203
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.27028584480285645,1748096630.432471,1.270904302597046
