user_ids,endpoints,status_codes,latencies,times,error_intervals
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.23353791236877441,1748095343.8738492,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.2243502140045166,1748095345.0982234,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.2790076732635498,1748095346.377541,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.22834491729736328,1748095347.6067636,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.22056031227111816,1748095348.828216,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.2675604820251465,1748095350.0966558,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.1983203887939453,1748095351.2951262,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.2913486957550049,1748095352.586901,1.2937982082366943
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.20136594772338867,1748095353.7908318,1.2019073963165283
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.19881081581115723,1748095354.9903357,1.1995038986206055
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.22611761093139648,1748095356.217071,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.22510576248168945,1748095357.4433944,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.7104294300079346,1748095359.1541271,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,200,0.24610018730163574,1748095360.4013512,
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.19644498825073242,1748095361.5983534,6.608017683029175
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.2905848026275635,1748095362.8892627,1.2909092903137207
5,https://api.spotify.com/v1/tracks/11dFghVXANMlKmJXsNCbNl,429,0.19878458976745605,1748095364.088855,1.1995923519134521
